Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	neo_beta	neo_beta_cats[1]	neo_beta_cats[2]	neo_beta_cats[3]	neo_beta_cats[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	tree_length	two_beta	two_beta_cats[1]	two_beta_cats[2]	two_beta_cats[3]	two_beta_cats[4]
3456	-274.8112	-364.2522	89.44101	0.0169067	0.00648748	0.00192355	0.020829	0.00841438	0.012147	0.00930515	0.0424521	0.027614	0.0226372	0.00481777	0.0375601	0.0432919	0.00261899	0.00257046	0.0254037	0.0136311	0.0156675	0.0227555	0.011871	0.00284817	0.0197553	0.0185649	0.00723763	0.000316421	0.00275222	0.0336632	0.011382	0.000491833	0.0412995	0.0207956	0.0222522	0.0162046	0.0322006	0.0114873	0.00527448	0.0151611	0.00193521	0.000440093	0.0107813	0.0270754	0.0310426	0.019064	0.00582209	0.0183136	0.004368	0.0101612	0.0397197	0.0115113	0.0436273	0.0162554	0.0161679	0.000429132	0.040327	0.0133684	0.0538753	0.0112215	0.0294518	0.0163487	0.0118979	0.00760531	0.361818	0.467459	0.0824118	0.0883116	4.115264	0.288096	0.442088	0.557911	0.711905	0.331005	0.583206	0.845164	1.1832	1.71466	3.0211	0.7994405	0.0160802	0.00617032	0.00182951	0.0198107	0.00800301	0.0115532	0.00885024	0.0403766	0.026264	0.0215305	0.00458223	0.0357239	0.0411754	0.00249095	0.00244479	0.0241617	0.0129647	0.0149016	0.0216431	0.0112907	0.00270893	0.0187895	0.0176573	0.00688379	0.000300952	0.00261767	0.0320175	0.0108255	0.000467788	0.0392804	0.019779	0.0211643	0.0154124	0.0306263	0.0109257	0.00501662	0.0144199	0.0018406	0.000418578	0.0102542	0.0257517	0.029525	0.018132	0.00553745	0.0174183	0.00415446	0.00966447	0.0377779	0.0109485	0.0414944	0.0154606	0.0153774	0.000408152	0.0383555	0.0127149	0.0512414	0.0106729	0.0280119	0.0155494	0.0113162	0.00723349	1.051402	3.911284	0.283145	0.440527	0.559472	0.716855
3492	-257.4724	-351.2356	93.76325	0.00289271	0.00606142	0.000541243	0.0035581	0.000652219	0.0210329	0.0023834	0.000508138	0.0153575	0.00790146	0.000695435	0.00798415	0.00805753	0.00136189	0.0084702	0.0201681	0.00217209	0.00232007	0.00450867	0.000386191	0.00374331	0.00580508	0.00424589	0.00348577	0.000208585	0.00220116	0.00965586	0.00422932	4.45082e-05	0.00175301	0.0102309	0.00974023	0.00237343	0.0182831	0.00992749	0.0162346	0.0172953	0.000153388	0.00380785	0.000815575	0.00799038	0.016566	0.0169554	0.00767966	0.00586081	0.00012778	0.0108822	0.0113092	0.000499397	0.0178836	0.00286219	0.00787292	0.000658071	0.00399851	0.0045186	0.0542742	0.00509277	0.00660982	0.00891927	0.00354487	0.00197375	0.0690979	0.80265	0.0748941	0.0533582	0.7512457	0.0912251	0.352686	0.647314	0.908775	0.137155	0.379503	0.739134	1.35294	2.63502	7.29104	1.436482	0.00661452	0.0138601	0.00123762	0.00813601	0.00149138	0.0480941	0.00544992	0.00116192	0.0351167	0.0180676	0.00159019	0.0182567	0.0184245	0.00311411	0.0193681	0.0461167	0.00496675	0.00530511	0.0103096	0.000883071	0.00855952	0.013274	0.00970872	0.00797063	0.000476955	0.00503322	0.0220793	0.00967084	0.000101773	0.00400847	0.0233941	0.0222722	0.00542713	0.0418065	0.0227004	0.0371224	0.0395477	0.00035074	0.00870711	0.00186491	0.018271	0.0378802	0.0387705	0.0175604	0.0134014	0.000292183	0.0248835	0.0258599	0.00114193	0.0408929	0.00654473	0.0180024	0.00150476	0.00914307	0.0103323	0.124104	0.0116452	0.0151141	0.020395	0.00810576	0.00451322	0.437327	0.8293231	0.102601	0.360854	0.639146	0.897399
3528	-276.4911	-363.5075	87.01633	0.00357636	0.000333489	0.000785482	0.00998362	0.0107142	0.0178479	0.00193317	0.00183814	0.0203049	0.00766639	0.00132918	0.00309724	0.00888049	0.00237089	0.00791029	0.0197416	0.00856009	0.00791384	0.00277764	0.00787897	0.00414003	0.00649208	0.0138665	0.00125367	0.00638961	0.0197104	0.00708132	0.00441608	6.27149e-05	0.000682192	0.00999821	0.0145732	3.9943e-05	0.0320307	0.014752	0.00770594	0.0134555	0.00916672	0.0271525	0.00714534	0.0262204	0.00151591	0.0393794	0.0240444	0.00430245	0.000497289	0.00916451	2.3871e-05	0.00184593	0.00682041	0.00149777	0.0349523	0.00358619	0.0215268	0.00463808	0.0409481	0.0179747	0.00918255	0.00895395	0.00753685	0.00135616	0.703951	0.0159184	0.0862166	0.193914	5.028778	0.306749	0.447828	0.552172	0.693251	0.178262	0.43126	0.769211	1.30003	2.31879	5.60972	1.246933	0.00584825	0.000545338	0.00128446	0.0163257	0.0175203	0.0291858	0.00316123	0.00300583	0.0332037	0.0125365	0.00217355	0.00506477	0.0145218	0.003877	0.0129353	0.0322826	0.0139979	0.0129411	0.00454214	0.0128841	0.00677	0.0106162	0.0226752	0.00205006	0.0104486	0.0322316	0.0115797	0.00722141	0.000102555	0.00111556	0.0163496	0.0238308	6.53169e-05	0.0523783	0.0241233	0.0126012	0.0220032	0.0149899	0.0444011	0.0116844	0.0428769	0.00247889	0.0643952	0.0393186	0.00703559	0.000813193	0.0149863	3.90351e-05	0.00301856	0.0111531	0.00244924	0.0571558	0.00586433	0.0352018	0.00758443	0.0669605	0.0293931	0.0150158	0.014642	0.0123247	0.00221767	0.6115265	8.951579	0.352825	0.461217	0.538783	0.647176
3564	-258.2329	-350.6231	92.39012	0.00591465	0.0191115	0.0666286	0.0282455	0.00102364	0.0859978	0.000237303	0.0148505	0.029502	0.0226513	0.00805483	0.0127309	0.0456158	0.000246144	0.00662235	0.0250211	0.0923529	0.00404825	0.0420608	0.00224829	0.003756	0.0151753	0.001851	0.0106378	0.0219121	0.00468846	0.00893698	0.0197637	0.011908	0.0506484	0.0612646	0.0236352	0.194083	0.0552442	0.0527628	0.0254896	0.00299917	0.0584786	0.0220527	0.0010367	0.0441856	0.0324549	0.032977	0.0148866	0.00335015	0.0225987	0.0216585	0.135997	0.0324132	0.0253017	0.0118722	0.0496231	0.00776359	0.0807954	0.00722253	0.00506026	0.0229073	0.0257023	0.0389132	0.0152141	0.00127292	0.406108	0.232339	0.194214	0.167339	0.7753476	0.094816	0.355349	0.644651	0.905184	0.577558	0.76512	0.919869	1.08711	1.30698	1.73143	0.3969258	0.00330122	0.0106669	0.0371882	0.015765	0.000571337	0.047999	0.000132449	0.00828869	0.0164663	0.0126426	0.00449574	0.00710565	0.0254601	0.000137383	0.00369621	0.0139653	0.0515461	0.0022595	0.0234759	0.00125486	0.00209638	0.00847	0.00103312	0.00593739	0.01223	0.00261683	0.00498811	0.0110309	0.00664638	0.028269	0.0341944	0.0131918	0.108326	0.0308341	0.0294491	0.0142268	0.00167396	0.0326393	0.0123085	0.000578626	0.0246619	0.0181145	0.0184059	0.00830882	0.00186986	0.0126133	0.0120885	0.0759057	0.0180912	0.0141219	0.00662639	0.0276968	0.00433319	0.0450953	0.0040312	0.00282434	0.0127855	0.0143455	0.0217191	0.00849164	0.00071047	1.791659	2.063335	0.213691	0.41642	0.583581	0.786309
3600	-267.35	-359.7892	92.43928	0.00178365	0.0269551	0.00491497	0.0382461	0.0265835	0.0756384	0.0162419	0.00768298	0.00346126	0.0595584	0.0144979	0.0377741	0.0275435	5.0641e-06	0.0347721	0.0380434	0.0309073	0.005032	0.0439321	0.0388141	0.00010678	0.0116917	0.00587315	0.0443337	0.0177613	0.0049239	0.00520514	0.0149794	0.0278725	0.0156815	0.0737841	0.0434926	0.174721	0.0428972	0.0886541	0.0526617	0.0301968	0.0578278	0.0410876	0.0305085	0.0155522	0.00552844	0.0285572	0.0186322	0.0340397	0.0970527	0.0145412	0.131938	0.0238193	0.0118759	0.0590589	0.0462184	0.0406482	0.0544645	0.00980813	0.0175153	0.0553926	0.015492	0.0185172	0.0115327	0.0090525	0.464392	0.321196	0.192436	0.0219764	1.242508	0.151778	0.389447	0.610552	0.848222	0.741848	0.864475	0.955582	1.04648	1.15677	1.34798	0.215916	0.000876106	0.01324	0.00241417	0.018786	0.0130574	0.0371526	0.00797779	0.00377378	0.00170012	0.0292543	0.00712116	0.0185541	0.013529	2.48742e-06	0.0170796	0.0186864	0.0151813	0.00247165	0.0215789	0.0190649	5.24487e-05	0.00574281	0.00288481	0.0217761	0.00872413	0.00241856	0.00255669	0.00735769	0.0136906	0.00770256	0.0362418	0.021363	0.0858207	0.0210706	0.0435457	0.0258667	0.0148322	0.0284043	0.0201817	0.0149854	0.00763903	0.00271549	0.0140269	0.00915189	0.0167199	0.047671	0.00714245	0.0648064	0.0116997	0.00583327	0.0290089	0.0227019	0.0199659	0.0267522	0.00481762	0.0086033	0.0272081	0.00760946	0.00909542	0.00566471	0.00444647	2.035886	1.22768	0.150288	0.388699	0.6113	0.849712
3636	-270.2161	-355.557	85.34088	0.0121198	0.00925705	0.00795304	0.0463581	0.0342332	0.0323426	0.0174047	0.039719	0.0251744	0.0294961	0.0103394	0.0225763	0.0220262	0.023482	0.00923411	0.00853997	0.00657688	0.00120565	0.05598	0.0129293	0.00623228	0.0161465	0.0311816	0.0221926	0.0231459	0.00118578	0.0475391	0.061413	0.00148223	0.00413366	0.0491605	0.0564083	0.00925744	0.0570888	0.0149857	0.0779508	0.0162871	0.0624236	0.00506829	0.0189553	0.0272539	0.026086	0.0451168	0.0943915	0.0102437	0.125455	0.0317635	2.04191e-05	0.0125689	0.0252587	0.032225	0.0794356	0.0169435	0.0979968	0.000267239	0.122561	0.0741021	0.00772033	0.126359	0.00937634	0.0218019	0.673766	0.309402	0.00737954	0.00945325	5.921594	0.320931	0.452056	0.547943	0.67907	0.543557	0.742811	0.911416	1.09719	1.34624	1.83973	0.4407976	0.00607164	0.00463749	0.00398423	0.0232239	0.0171498	0.0162026	0.0087192	0.019898	0.0126116	0.0147766	0.00517973	0.01131	0.0110344	0.0117637	0.004626	0.00427826	0.00329481	0.000603991	0.0280442	0.00647717	0.00312218	0.00808891	0.015621	0.0111178	0.0115953	0.00059404	0.0238156	0.030766	0.000742551	0.00207083	0.0246279	0.0282588	0.00463769	0.0285997	0.00750739	0.0390509	0.00815935	0.0312722	0.00253905	0.00949602	0.0136534	0.0130682	0.0226021	0.0472872	0.00513179	0.062849	0.0159125	1.02293e-05	0.00629663	0.0126538	0.0161437	0.0397947	0.00848814	0.0490933	0.000133878	0.0613991	0.0371228	0.00386764	0.0633017	0.00469725	0.0109221	1.996133	10.92914	0.366311	0.46497	0.535029	0.63369
3672	-265.2962	-357.7609	92.46467	0.0188639	0.00503903	0.00238531	0.0134347	0.041814	0.0724805	0.0161544	0.0032637	0.0054354	0.0263864	0.00621317	0.0234628	0.0156152	0.00454334	0.0282954	0.0219335	0.0236663	0.00791494	0.0472424	0.0259179	0.000991102	0.0279877	0.00970046	0.0398153	0.00122518	0.00624217	0.0176498	0.0245141	0.0207057	0.00104859	0.0252734	0.047264	0.0457821	0.0131657	0.0555656	0.00601925	0.0247216	0.0328299	0.0375257	0.00384913	0.00377958	0.00104081	0.0116675	0.0152429	0.0131985	0.0436734	0.00283297	0.0912156	0.0380066	0.0153161	0.0111113	0.0247798	0.0695726	0.0837654	0.00452938	0.00776111	0.00672454	0.0612523	0.00725953	0.00549005	0.0120325	0.528251	0.398923	0.0481136	0.0247118	3.147749	0.261005	0.433328	0.566672	0.738995	0.660905	0.817111	0.93893	1.06504	1.22382	1.51308	0.2994556	0.0136478	0.00364569	0.00172575	0.00971988	0.030252	0.0524389	0.0116875	0.00236125	0.00393245	0.0190902	0.00449516	0.0169751	0.0112974	0.00328706	0.0204714	0.0158687	0.0171223	0.00572637	0.0341794	0.0187513	0.000717051	0.0202488	0.00701818	0.0288059	0.000886404	0.00451614	0.0127694	0.0177357	0.0149803	0.000758644	0.018285	0.034195	0.0331228	0.00952524	0.0402011	0.00435486	0.0178858	0.0237521	0.0271494	0.0027848	0.00273448	0.000753016	0.00844129	0.0110281	0.00954894	0.0315972	0.00204962	0.0659935	0.0274974	0.011081	0.00803891	0.0179279	0.050335	0.0606033	0.00327696	0.00561507	0.00486513	0.0443154	0.00525219	0.00397199	0.00870537	1.382191	0.6559469	0.0763342	0.340649	0.659352	0.923666
3708	-262.646	-356.4615	93.81548	0.0169121	0.00199003	0.00148557	0.0119414	0.00177317	0.0125921	0.0145296	0.0221153	0.0283368	0.00611114	0.00325142	0.00922183	0.0218659	0.00468377	0.0034124	0.0130498	0.0116008	0.00719763	0.00147693	0.00952202	0.00620689	0.0307748	0.0117545	0.00611865	0.00436083	0.000427815	0.0248812	0.00484428	0.00501826	0.000315049	0.0142007	0.0406415	0.00344366	0.0452991	0.0195771	0.0235681	0.0194856	0.00126297	0.00464916	0.0229941	0.0205621	0.0326012	0.0123117	0.0606374	0.00222951	0.0136172	0.0332202	0.0383245	0.0122648	0.0270178	0.00325941	0.00635311	0.0193448	0.0531089	0.0226192	0.0640086	0.0122474	0.00528437	0.00611649	0.00532073	0.0106332	0.477983	0.0721364	0.438008	0.0118733	0.8739513	0.108776	0.364985	0.635015	0.891224	0.377662	0.621945	0.862292	1.1597	1.60786	2.64787	0.704092	0.0177281	0.00208604	0.00155724	0.0125175	0.00185871	0.0131996	0.0152306	0.0231822	0.0297039	0.00640596	0.00340828	0.00966673	0.0229208	0.00490973	0.00357703	0.0136794	0.0121604	0.00754487	0.00154819	0.0099814	0.00650633	0.0322595	0.0123216	0.00641383	0.00457121	0.000448454	0.0260816	0.00507799	0.00526036	0.000330248	0.0148858	0.0426022	0.00360979	0.0474845	0.0205216	0.0247051	0.0204257	0.0013239	0.00487345	0.0241034	0.0215541	0.034174	0.0129057	0.0635628	0.00233707	0.0142742	0.0348229	0.0401734	0.0128565	0.0283212	0.00341666	0.00665961	0.0202781	0.0556711	0.0237104	0.0670966	0.0128383	0.00553931	0.00641158	0.00557742	0.0111461	0.9539765	1.126364	0.139618	0.383163	0.616836	0.860382
3744	-275.8366	-366.262	90.42536	0.0209659	0.0808038	0.0298681	0.022696	0.124695	0.02627	0.0153349	0.0122754	0.0416794	0.00789344	0.032383	0.0167701	0.0109953	0.010308	0.0141929	0.00776922	0.0731509	0.043888	0.0361309	0.000434252	0.00533672	0.0513825	0.0106671	0.00887767	0.0212796	0.0480235	0.0293405	0.00951763	0.019404	0.00355906	0.108374	0.00809593	0.313914	0.00299993	0.0577217	0.0442148	0.0416545	0.03041	0.0980301	0.0225416	0.0126873	0.118446	0.0203883	0.0655696	0.101392	0.0154274	0.0212344	0.0803178	0.0225717	0.0304497	0.0278208	0.020933	0.049552	0.0318653	0.0347801	0.108666	0.226067	0.0294335	0.11232	0.0535144	0.0503986	0.128095	0.462422	0.407296	0.00218759	1.396415	0.166269	0.396435	0.603566	0.833731	0.368239	0.614328	0.858983	1.16417	1.62779	2.71563	0.7223626	0.00749403	0.0288824	0.010676	0.00811243	0.0445707	0.00938991	0.00548127	0.00438769	0.0148978	0.00282142	0.0115749	0.00599428	0.00393014	0.00368448	0.00507308	0.00277702	0.026147	0.0156872	0.0129146	0.000155218	0.00190755	0.0183661	0.00381281	0.00317322	0.00760616	0.0171655	0.0104874	0.00340197	0.00693574	0.00127215	0.0387369	0.0028938	0.112205	0.00107229	0.020632	0.0158041	0.0148889	0.0108697	0.0350397	0.00805725	0.00453493	0.042337	0.00728756	0.0234371	0.0362413	0.00551433	0.00758999	0.0287087	0.00806801	0.0108839	0.00994422	0.00748225	0.0177118	0.0113899	0.0124317	0.0388415	0.0808051	0.0105207	0.0401476	0.0191281	0.0180144	2.797684	1.405109	0.167038	0.396792	0.603208	0.832962
3780	-261.3531	-353.5852	92.23209	0.00529646	0.00880681	0.000503962	0.000398622	0.0376808	0.017755	0.00690715	0.00154045	0.031986	0.0104029	0.00738906	0.00519065	0.00151119	0.0110418	0.0140164	0.0230498	0.0315223	0.00488021	0.0147571	0.000210998	0.00276966	0.0009619	0.00433512	0.000816517	0.00234858	0.00142354	0.00318509	0.0080346	0.00751271	0.00349468	0.0137555	0.00772918	0.0274923	0.00288283	0.00499023	0.00745043	0.00707467	0.0356986	0.0330993	0.0121927	0.0135576	0.0200882	0.0161966	0.015462	0.00191526	0.00329765	0.0143843	0.00866064	0.0051338	0.00111477	0.0299687	0.0142681	0.00203851	0.00102847	0.005136	0.00701272	0.0251393	0.00155652	0.00774038	0.00231928	0.000225236	0.153935	0.762656	0.0781535	0.00525596	1.985273	0.209129	0.414652	0.585348	0.790871	0.167366	0.418196	0.761864	1.31257	2.39122	5.97493	1.292538	0.0085656	0.0142427	0.000815024	0.000644665	0.0609387	0.028714	0.0111705	0.00249127	0.0517289	0.0168239	0.0119498	0.00839449	0.00244395	0.0178572	0.0226678	0.0372768	0.0509789	0.00789244	0.0238656	0.000341234	0.00447919	0.00155562	0.0070109	0.0013205	0.0037982	0.00230219	0.00515103	0.0129938	0.0121498	0.00565172	0.0222459	0.0124999	0.0444615	0.00466221	0.00807036	0.0120491	0.0114414	0.057733	0.0535293	0.0197184	0.0219258	0.0324874	0.0261937	0.0250057	0.00309743	0.00533306	0.0232628	0.0140063	0.00830255	0.00180284	0.0484664	0.0230748	0.00329674	0.00166328	0.0083061	0.0113412	0.0406561	0.00251725	0.012518	0.00375082	0.00036426	0.61834	1.394358	0.166086	0.39635	0.60365	0.833914
3816	-264.6211	-357.9147	93.29361	0.0083692	0.0149452	0.00825137	0.0155473	0.026912	0.0751748	0.0312042	0.0157253	0.062388	0.000577607	0.0209222	0.0273757	0.0254589	0.00121075	0.0530244	0.0320163	0.037474	0.0201425	0.0085892	0.00194678	0.00192555	0.0120015	0.0122153	0.00374114	0.0214199	0.00463185	0.00353706	0.0114105	0.0148929	0.00527442	0.0188093	0.0336144	0.132178	0.0233748	0.0122069	0.0138168	0.0121592	0.0144316	0.0553992	0.045726	0.0263992	0.0679491	0.0475245	0.0337969	0.0205594	0.00348864	0.0219604	0.0135073	0.00490356	0.0284165	0.031047	0.018539	0.00335369	0.000405962	0.0157386	0.0270067	0.031166	0.00624119	0.0869267	0.0146021	0.000639966	0.139175	0.677347	0.117801	0.0656768	0.1639901	0.00164607	0.17267	0.82733	0.998354	0.372909	0.618115	0.860632	1.16194	1.61782	2.68162	0.7132511	0.00579506	0.0103485	0.00571348	0.0107654	0.0186346	0.0520531	0.0216067	0.0108886	0.0431992	0.000399951	0.0144871	0.0189557	0.0176284	0.000838359	0.0367155	0.022169	0.025948	0.0139472	0.0059474	0.00134801	0.0013333	0.00831014	0.00845818	0.00259047	0.0148317	0.00320722	0.00244916	0.00790091	0.0103123	0.00365216	0.0130241	0.0232755	0.0915235	0.0161854	0.00845238	0.00956711	0.00841937	0.00999287	0.0383599	0.031662	0.0182795	0.0470498	0.0329073	0.0234019	0.0142359	0.00241563	0.015206	0.00935286	0.00339536	0.0196764	0.0214978	0.0128369	0.00232219	0.000281099	0.0108978	0.0187002	0.0215802	0.00432157	0.0601904	0.0101109	0.00044313	1.444194	1.619966	0.184576	0.40461	0.59539	0.815424
3852	-268.5978	-363.4807	94.88283	0.00883522	0.00833306	0.0304546	0.00316982	0.0137895	0.0550512	0.0494034	0.0363136	0.0684161	0.00851251	0.031904	0.0291038	0.0237765	0.0111986	0.00289039	0.0203489	0.0242122	0.000389659	0.0209261	0.00189991	7.7517e-05	0.00625118	0.00536925	0.00205583	0.0106964	0.00403744	0.00288583	0.0150929	0.0338226	0.000231189	0.0188111	0.00457216	0.0515781	0.00694875	0.010332	0.0169192	0.057135	0.0105684	0.0710217	0.038756	0.0141693	0.0183074	0.0573207	0.0271686	0.0234407	0.0116568	0.0280674	0.00612393	0.0144073	0.0135192	0.0436887	0.0181928	0.000175982	0.000776752	0.016926	0.00806616	0.0731066	0.00287109	0.0465118	0.0103156	0.00765399	0.642624	0.229446	0.102491	0.0254386	0.1925994	0.00341958	0.193412	0.806588	0.99658	0.481782	0.700367	0.894838	1.11752	1.42782	2.07563	0.5280306	0.00702011	0.00662111	0.024198	0.00251861	0.0109566	0.0437415	0.039254	0.0288533	0.0543607	0.0067637	0.0253497	0.0231247	0.0188919	0.00889794	0.00229659	0.0161684	0.019238	0.000309607	0.016627	0.00150959	6.15919e-05	0.00496693	0.00426619	0.00163348	0.00849889	0.00320799	0.00229296	0.0119922	0.0268741	0.000183693	0.0149465	0.00363285	0.0409818	0.0055212	0.00820939	0.0134433	0.0453972	0.00839725	0.056431	0.0307939	0.0112584	0.0145463	0.0455447	0.021587	0.018625	0.00926205	0.0223013	0.00486583	0.0114474	0.0107418	0.0347133	0.0144553	0.000139828	0.000617176	0.0134487	0.00640905	0.0580876	0.00228125	0.0369564	0.00819634	0.00608155	1.258559	0.139154	0.000691564	0.152581	0.847419	0.999308
3888	-258.0229	-351.5554	93.53255	0.0011684	0.00180673	0.0203302	0.00561796	0.00695164	0.00861034	0.00115473	0.0319887	0.0251866	0.00591299	0.00167745	0.00950648	0.011262	0.00368597	0.00165831	0.00774685	0.00702164	0.000326706	0.00641152	0.00975403	0.000131724	0.00104227	0.000363294	0.00309307	0.00740126	0.00120472	0.0137115	0.0122721	0.0114573	0.00272662	0.0135864	0.0163397	0.0701575	0.00115771	0.00345174	0.00401701	0.0108626	0.0286246	0.0283182	0.0241684	0.0468733	0.0195008	0.00885699	0.0276257	0.0149611	0.00966191	0.00100577	6.80015e-05	0.0108807	0.00712867	0.076065	0.00820416	0.00304067	0.00955666	0.00497175	0.00225611	0.00668875	0.0110733	0.01822	0.0100959	0.0210258	0.173147	0.579829	0.227504	0.019519	0.259108	0.0102178	0.232921	0.767079	0.989782	0.14774	0.393516	0.747542	1.33772	2.54119	6.76863	1.382724	0.00157972	0.00244276	0.0274871	0.00759565	0.00939884	0.0116414	0.00156123	0.0432497	0.034053	0.00799455	0.00226796	0.0128531	0.0152265	0.00498354	0.00224209	0.010474	0.00949347	0.000441716	0.00866858	0.0131878	0.000178094	0.00140919	0.000491185	0.00418193	0.0100067	0.00162882	0.0185383	0.0165922	0.0154907	0.00368648	0.0183693	0.0220918	0.094855	0.00156526	0.00466686	0.00543112	0.0146866	0.0387014	0.0382871	0.0326764	0.0633742	0.0263657	0.0119749	0.0373509	0.0202279	0.0130632	0.00135983	9.19402e-05	0.0147111	0.00963818	0.102842	0.0110923	0.00411108	0.0129209	0.00672197	0.00305033	0.00904339	0.0149714	0.0246339	0.01365	0.0284276	0.7396281	1.499101	0.175044	0.400436	0.599563	0.824956
3924	-258.7894	-351.582	92.7926	0.0222353	0.0237828	0.0174959	0.0308382	0.00505589	0.0186315	0.0114043	0.00213919	0.0174902	0.00455615	0.0047212	0.00787019	0.012875	0.00398797	0.00810324	0.00443992	0.00240484	0.0015594	0.0168626	0.0169971	0.0014632	0.00252954	0.0232397	0.0301607	0.0241692	0.00131376	0.0142755	0.00382758	0.0218811	0.00959506	0.010845	0.018323	0.131643	0.0364979	0.0120681	0.00877065	0.011772	0.0513072	0.0392095	0.0437089	0.054377	0.0390748	0.0261469	0.00546722	0.0220342	0.0152456	0.00907561	0.000493095	0.0125287	0.00121679	0.0409002	0.0123769	0.0132765	0.0077491	0.00965708	0.00864838	0.0690929	0.0178817	0.0130132	0.0107945	0.0142103	0.189907	0.459857	0.227946	0.12229	1.549368	0.179107	0.402236	0.597764	0.820893	0.587507	0.77152	0.922262	1.08429	1.29614	1.70211	0.3845764	0.0196197	0.0209852	0.0154379	0.0272107	0.00446116	0.0164399	0.0100628	0.00188756	0.0154328	0.00402021	0.00416584	0.00694442	0.0113605	0.00351886	0.00715005	0.00391765	0.00212196	0.00137596	0.0148791	0.0149977	0.00129108	0.00223199	0.020506	0.0266129	0.0213261	0.00115922	0.0125963	0.00337734	0.0193073	0.00846639	0.00956928	0.0161677	0.116158	0.0322046	0.0106485	0.00773895	0.0103873	0.0452719	0.0345972	0.0385674	0.0479806	0.0344784	0.0230712	0.00482411	0.0194423	0.0134522	0.00800804	0.000435092	0.0110549	0.00107366	0.0360891	0.010921	0.0117148	0.00683757	0.00852111	0.00763106	0.0609654	0.0157783	0.0114824	0.00952477	0.0125388	1.133312	1.714797	0.191519	0.407548	0.592452	0.808481
